question_id,bundle_id,explanation_id,correct_answer,part,tags,deployed_at
q1196,b1196,e1196,b,2,179;28;29;183;182,-1
q1197,b1197,e1197,b,2,44;45;182;181,-1
q1198,b1198,e1198,a,2,24;26;181;183,1526635626702
q1199,b1199,e1199,a,2,36;37;182;183,-1
q1200,b1200,e1200,c,2,34;35;182;181,1526635630540
q1201,b1201,e1201,c,2,38;37;184;182,1526635636660
q1202,b1202,e1202,a,2,24;33;183;181,1561368064698
q1203,b1203,e1203,a,2,30;24;43;185;183,1561368066689
q1204,b1204,e1204,c,2,24;25;185;183,1561368068579
q1205,b1205,e1205,c,2,179;38;39;181;183,1561368070265
q1206,b1206,e1206,c,2,24;41;184;183,1561368072055
q1207,b1207,e1207,b,2,30;28;29;183;185,1561368073825
q1208,b1208,e1208,a,2,179;28;29;181;185,1561368075614
q1209,b1209,e1209,c,2,24;25;181;185,1561368077457
q1210,b1210,e1210,b,2,27;24;26;181;185,-1
q1211,b1211,e1211,c,2,34;42;183;185,1561368081024
q1212,b1212,e1212,b,2,30;179;31;32;185;181,-1
q1213,b1213,e1213,b,2,28;29;181;183,-1
q1214,b1214,e1214,b,2,23;24;33;185;181,1561368086652
q1215,b1215,e1215,b,2,30;24;33;185;181,1561368088490
q1216,b1216,e1216,c,2,36;37;181;183,-1
q1217,b1217,e1217,a,2,24;26;183;185,1561368090363
q1218,b1218,e1218,a,2,44;45;185;183,1561368092354
q1219,b1219,e1219,c,2,24;26;185;183,1561368094251
q1220,b1220,e1220,a,2,34;42;185;183,-1
q1221,b1221,e1221,b,2,31;32;185;183,1561368098238
q1222,b1222,e1222,c,2,24;43;185;181,-1
q1223,b1223,e1223,c,2,31;32;184;185,1561368100162
q1224,b1224,e1224,c,2,30;34;42;185;184,-1
q1225,b1225,e1225,c,2,44;49;181;185,1561368103992
q1226,b1226,e1226,c,2,46;47;183;185,-1
q1227,b1227,e1227,c,2,24;26;183;181,1561368106090
q1228,b1228,e1228,a,2,30;36;32;185;183,1561368107971
q1229,b1229,e1229,a,2,30;31;32;184;183,1561368109703
q1230,b1230,e1230,b,2,31;32;181;185,1561368111553
q1231,b1231,e1231,b,2,24;50;184;185,-1
q1232,b1232,e1232,c,2,24;50;183;184,1562889631298
q1233,b1233,e1233,a,2,23;179;24;33;185;183,1562889633623
q1234,b1234,e1234,a,2,24;48;184;183,1562889635714
q1235,b1235,e1235,a,2,23;179;24;25;181;185,1562889638075
q1236,b1236,e1236,b,2,24;26;184;183,1562889640352
q1237,b1237,e1237,b,2,24;33;181;185,1562889642513
q1238,b1238,e1238,c,2,31;32;183;185,1562889644670
q1239,b1239,e1239,a,2,24;40;181;185,-1
q1240,b1240,e1240,b,2,27;28;45;181;185,1562889649099
q1241,b1241,e1241,b,2,27;24;43;183;185,1562889651261
q1242,b1242,e1242,c,2,31;32;185;181,1562889653625
q1243,b1243,e1243,b,2,28;29;181;183,-1
q1244,b1244,e1244,c,2,34;35;185;181,-1
q1245,b1245,e1245,c,2,24;40;185;181,1562889660328
q1246,b1246,e1246,b,2,36;37;183;181,1562889662736
q1247,b1247,e1247,c,2,28;37;183;184,-1
q1248,b1248,e1248,a,2,30;31;42;185;183,1562889667115
q1249,b1249,e1249,c,2,44;45;185;183,1562889669613
q1250,b1250,e1250,b,2,24;41;183;185,-1
q1251,b1251,e1251,a,2,30;36;37;183;184,1562889674124
q1252,b1252,e1252,b,2,30;24;25;181;185,-1
q1253,b1253,e1253,a,2,46;47;184;185,1562889678398
q1254,b1254,e1254,b,2,30;28;29;185;184,1562889680676
q1255,b1255,e1255,a,2,31;32;181;185,1562889682950
q1256,b1256,e1256,a,2,30;28;37;185;183,-1
q1257,b1257,e1257,c,2,27;34;42;183;181,1562889687581
q1258,b1258,e1258,a,2,28;42;185;183,1562889689778
q1259,b1259,e1259,b,2,24;40;185;183,1562889692017
q1260,b1260,e1260,c,2,27;179;24;41;181;185,-1
q1261,b1261,e1261,b,2,30;34;35;184;185,1562889696512
q1262,b1262,e1262,c,2,31;45;183;181,1571281092867
q1263,b1263,e1263,a,2,24;50;182;184,1571281094779
q1264,b1264,e1264,a,2,30;34;35;183;182,-1
q1265,b1265,e1265,c,2,24;43;184;182,-1
q1266,b1266,e1266,b,2,31;45;184;182,-1
q1267,b1267,e1267,a,2,34;42;183;182,-1
q1268,b1268,e1268,b,2,179;24;41;184;181,1571281102162
q1269,b1269,e1269,b,2,24;40;184;182,1571281103903
q1270,b1270,e1270,c,2,24;33;182;181,-1
q1271,b1271,e1271,c,2,24;50;181;184,1571281107561
q1272,b1272,e1272,a,2,34;35;184;183,-1
q1273,b1273,e1273,c,2,24;50;184;181,-1
q1274,b1274,e1274,b,2,36;37;181;183,1571281111349
q1275,b1275,e1275,c,2,179;34;42;184;181,1571281113217
q1276,b1276,e1276,c,2,34;35;181;183,1571281114982
q1277,b1277,e1277,a,2,24;25;183;184,1571281116772
q1278,b1278,e1278,b,2,28;29;181;183,-1
q1279,b1279,e1279,c,2,24;26;182;184,1571281118714
q1280,b1280,e1280,a,2,23;24;33;184;181,1571281120638
q1281,b1281,e1281,b,2,30;24;43;183;182,-1
q1282,b1282,e1282,a,2,28;29;182;181,1571281124287
q1283,b1283,e1283,b,2,28;43;181;183,1571281126101
q1284,b1284,e1284,b,2,24;26;182;183,1571281127868
q1285,b1285,e1285,b,2,179;38;39;182;181,-1
q1286,b1286,e1286,a,2,34;42;184;182,1571281129691
q1287,b1287,e1287,a,2,23;24;25;183;181,1572412226861
q1288,b1288,e1288,b,2,24;26;185;183,1572412228583
q1289,b1289,e1289,c,2,24;33;184;183,1572412230280
q1290,b1290,e1290,c,2,24;43;181;185,1572412232099
q1291,b1291,e1291,c,2,46;47;184;183,1572412234007
q1292,b1292,e1292,c,2,24;33;181;185,1572412235718
q1293,b1293,e1293,c,2,24;43;185;183,-1
q1294,b1294,e1294,c,2,24;41;181;185,1572412238009
q1295,b1295,e1295,b,2,30;44;45;181;185,-1
q1296,b1296,e1296,c,2,24;40;183;185,-1
q1297,b1297,e1297,b,2,24;48;185;181,1572412243167
q1298,b1298,e1298,a,2,24;26;181;183,1572412245007
q1299,b1299,e1299,b,2,24;40;185;181,1572412246821
q1300,b1300,e1300,b,2,24;50;185;181,1572412248615
q1301,b1301,e1301,b,2,31;32;183;181,1572412250329
q1302,b1302,e1302,b,2,34;35;183;184,-1
q1303,b1303,e1303,a,2,44;45;185;183,1572412253886
q1304,b1304,e1304,a,2,30;36;37;185;183,1572412255641
q1305,b1305,e1305,c,2,28;29;183;185,1572412257269
q1306,b1306,e1306,c,2,34;35;183;184,1572412259044
q1307,b1307,e1307,a,2,31;32;185;181,-1
q1308,b1308,e1308,c,2,31;32;184;185,-1
q1309,b1309,e1309,c,2,34;35;184;185,-1
q1310,b1310,e1310,a,2,38;39;181;185,1572412263139
q1311,b1311,e1311,c,2,28;29;185;183,1572412264943
q1312,b1312,e1312,c,2,24;40;183;181,1572412266668
q1313,b1313,e1313,b,2,28;29;185;183,1572412268404
q1314,b1314,e1314,b,2,46;47;185;183,1572412270119
q1315,b1315,e1315,c,2,38;39;181;185,1572412271794
q1316,b1316,e1316,c,2,30;28;29;184;185,1572412273729
q1317,b1317,e1317,a,2,24;33;183;181,1572412491079
q1318,b1318,e1318,c,2,24;41;181;183,-1
q1319,b1319,e1319,c,2,24;26;185;183,1572412494437
q1320,b1320,e1320,a,2,179;24;25;181;183,1572412496084
q1321,b1321,e1321,a,2,28;29;184;185,-1
q1322,b1322,e1322,c,2,44;45;183;185,1572412499396
q1323,b1323,e1323,a,2,24;50;181;185,1572412501124
q1324,b1324,e1324,a,2,24;40;185;181,-1
q1325,b1325,e1325,b,2,30;38;39;181;185,-1
q1326,b1326,e1326,c,2,30;34;35;183;185,-1
q1327,b1327,e1327,a,2,24;43;185;181,1572412506580
q1328,b1328,e1328,b,2,31;32;181;183,1572412508189
q1329,b1329,e1329,b,2,30;28;29;185;181,1572412509951
q1330,b1330,e1330,c,2,24;40;185;181,1572412511650
q1331,b1331,e1331,b,2,44;45;183;181,1572412513511
q1332,b1332,e1332,b,2,31;32;183;185,1572412516657
q1333,b1333,e1333,a,2,23;179;24;25;183;185,-1
q1334,b1334,e1334,c,2,179;31;32;185;183,1572412518669
q1335,b1335,e1335,b,2,24;43;185;183,1572412520557
q1336,b1336,e1336,b,2,27;24;26;185;183,1572412522342
q1337,b1337,e1337,c,2,34;42;181;185,-1
q1338,b1338,e1338,b,2,28;37;184;181,-1
q1339,b1339,e1339,c,2,31;32;185;184,1572412528689
q1340,b1340,e1340,a,2,44;49;181;185,1572412530675
q1341,b1341,e1341,c,2,30;31;42;184;183,1572412532464
q1342,b1342,e1342,a,2,36;37;183;181,1572412534646
q1343,b1343,e1343,b,2,24;48;185;183,1572412536923
q1344,b1344,e1344,a,2,31;32;185;183,1572412538732
q1345,b1345,e1345,c,2,30;179;46;47;185;183,-1
q1346,b1346,e1346,c,2,30;179;38;39;185;183,-1
q1347,b1347,e1347,b,2,23;24;33;183;181,-1
q1348,b1348,e1348,b,2,24;26;182;184,1572411797024
q1349,b1349,e1349,c,2,24;48;182;183,1572411798594
q1350,b1350,e1350,b,2,24;33;184;182,-1
q1351,b1351,e1351,b,2,24;33;184;181,1572411802011
q1352,b1352,e1352,a,2,24;43;183;182,-1
q1353,b1353,e1353,b,2,24;40;181;184,-1
q1354,b1354,e1354,b,2,30;28;29;184;182,1572411805325
q1355,b1355,e1355,a,2,31;32;182;181,1572411807025
q1356,b1356,e1356,c,2,179;24;45;181;184,1572411808640
q1357,b1357,e1357,a,2,34;35;184;183,-1
q1358,b1358,e1358,b,2,28;29;184;181,1572411811854
q1359,b1359,e1359,a,2,24;50;181;183,-1
q1360,b1360,e1360,c,2,34;42;184;181,1572411815015
q1361,b1361,e1361,c,2,24;25;181;183,-1
q1362,b1362,e1362,c,2,31;32;183;184,-1
q1363,b1363,e1363,b,2,31;32;181;183,1572411820104
q1364,b1364,e1364,a,2,179;28;29;182;184,-1
q1365,b1365,e1365,b,2,38;39;184;181,1572411823400
q1366,b1366,e1366,c,2,31;32;183;182,1572411825051
q1367,b1367,e1367,b,2,30;36;37;182;181,-1
q1368,b1368,e1368,b,2,30;24;33;181;183,-1
q1369,b1369,e1369,c,2,36;37;182;183,-1
q1370,b1370,e1370,a,2,31;32;182;181,-1
q1371,b1371,e1371,b,2,24;40;184;182,1572411833266
q1372,b1372,e1372,b,2,24;40;183;181,1572411835001
q1373,b1373,e1373,c,2,24;50;182;184,1572411836621
q1374,b1374,e1374,c,2,24;50;182;183,1572411838282
q1375,b1375,e1375,c,2,27;44;45;184;182,1572411840057
q1376,b1376,e1376,a,2,24;43;183;181,1572413714685
q1377,b1377,e1377,b,2,24;25;182;184,1572413716682
q1378,b1378,e1378,b,2,34;42;182;183,1572413718762
q1379,b1379,e1379,c,2,24;48;184;182,1572413720569
q1380,b1380,e1380,a,2,24;26;184;181,1572413722776
q1381,b1381,e1381,b,2,28;29;183;182,1572413724589
q1382,b1382,e1382,c,2,24;43;184;181,1572413726363
q1383,b1383,e1383,b,2,24;40;184;182,1572413728174
q1384,b1384,e1384,a,2,30;44;45;182;181,1572413729841
q1385,b1385,e1385,c,2,30;28;29;181;184,1572413731523
q1386,b1386,e1386,b,2,24;43;183;184,-1
q1387,b1387,e1387,a,2,24;40;184;181,1572413733197
q1388,b1388,e1388,b,2,24;41;184;183,1572413734982
q1389,b1389,e1389,c,2,28;29;184;181,1572413736616
q1390,b1390,e1390,a,2,179;34;35;181;183,-1
q1391,b1391,e1391,b,2,24;26;183;184,1572413740055
q1392,b1392,e1392,c,2,34;42;181;183,1572413741744
q1393,b1393,e1393,c,2,30;38;39;182;184,-1
q1394,b1394,e1394,a,2,34;35;184;181,-1
q1395,b1395,e1395,a,2,31;32;183;182,-1
q1396,b1396,e1396,b,2,24;25;182;181,1572413749276
q1397,b1397,e1397,c,2,24;26;181;183,1572413750909
q1398,b1398,e1398,c,2,24;40;182;183,-1
q1399,b1399,e1399,b,2,30;34;35;182;181,1572413754634
q1400,b1400,e1400,a,2,46;47;184;182,1572413756317
q1401,b1401,e1401,b,3,53;185;183,-1
q1402,b1401,e1401,b,3,52;185;183,-1
q1403,b1401,e1401,a,3,54;185;183,-1
q1404,b1402,e1402,a,3,56;184;181,1514565014416
q1405,b1402,e1402,b,3,52;184;181,1514565015956
q1406,b1402,e1402,c,3,54;184;181,1514565017348
q1407,b1403,e1403,d,3,56;181;185,1514565020633
q1408,b1403,e1403,c,3,52;181;185,1514565022197
q1409,b1403,e1403,d,3,55;181;185,1514565023683
q1410,b1404,e1404,c,3,54;183;184,1514565026445
q1411,b1404,e1404,c,3,52;183;184,1514565028053
q1412,b1404,e1404,a,3,52;183;184,1514565029445
q1413,b1405,e1405,b,3,52;184;181,1514565032230
q1414,b1405,e1405,d,3,53;184;181,1514565033769
q1415,b1405,e1405,d,3,54;184;181,1514565035105
q1416,b1406,e1406,a,3,53;181;185,1514565038110
q1417,b1406,e1406,c,3,52;181;185,1514565039509
q1418,b1406,e1406,d,3,54;181;185,1514565040955
q1419,b1407,e1407,d,3,52;184;181,1514565043859
q1420,b1407,e1407,c,3,53;184;181,1514565045288
q1421,b1407,e1407,a,3,54;184;181,1514565046657
q1422,b1408,e1408,c,3,53;184;183,1514565049300
q1423,b1408,e1408,a,3,54;184;183,1514565050707
q1424,b1408,e1408,b,3,55;184;183,1514565052174
q1425,b1409,e1409,c,3,53;185;183,-1
q1426,b1409,e1409,a,3,52;185;183,-1
q1427,b1409,e1409,b,3,54;185;183,-1
q1428,b1410,e1410,b,3,56;184;181,1514565054875
q1429,b1410,e1410,a,3,52;184;181,1514565056257
q1430,b1410,e1410,d,3,52;184;181,1514565057791
q1431,b1411,e1411,d,3,53;184;181,1558093157743
q1432,b1411,e1411,c,3,54;184;181,1558093159075
q1433,b1411,e1411,a,3,52;184;181,1558093160366
q1434,b1412,e1412,a,3,52;184;181,1558093163849
q1435,b1412,e1412,c,3,53;184;181,1558093165299
q1436,b1412,e1412,d,3,55;184;181,1558093166859
q1437,b1413,e1413,d,3,56;184;183,1558093169559
q1438,b1413,e1413,b,3,53;184;183,1558093171066
q1439,b1413,e1413,a,3,52;184;183,1558093172678
q1440,b1414,e1414,c,3,179;56;181;185,1558093175616
q1441,b1414,e1414,a,3,53;181;185,1558093177056
q1442,b1414,e1414,c,3,54;181;185,1558093178556
q1443,b1415,e1415,c,3,56;184;183,1558093181793
q1444,b1415,e1415,b,3,52;184;183,1558093183239
q1445,b1415,e1415,a,3,179;54;184;183,1558093184619
q1446,b1416,e1416,c,3,53;184;181,1558093187740
q1447,b1416,e1416,a,3,52;184;181,1558093189179
q1448,b1416,e1416,d,3,52;184;181,1558093190625
q1449,b1417,e1417,b,3,52;185;183,1558093193623
q1450,b1417,e1417,d,3,53;185;183,1558093195121
q1451,b1417,e1417,b,3,54;185;183,1558093196501
q1452,b1418,e1418,a,3,53;184;181,1558093199548
q1453,b1418,e1418,c,3,54;184;181,1558093201013
q1454,b1418,e1418,d,3,52;184;181,1558093202506
q1455,b1419,e1419,c,3,52;185;181,1558093205507
q1456,b1419,e1419,d,3,179;52;185;181,1558093206839
q1457,b1419,e1419,c,3,52;185;181,1558093208855
q1458,b1420,e1420,a,3,52;184;183,1558093211793
q1459,b1420,e1420,b,3,179;52;184;183,1558093213234
q1460,b1420,e1420,c,3,54;184;183,1558093214631
q1461,b1421,e1421,d,3,53;185;184,1514566679218
q1462,b1421,e1421,d,3,52;185;184,1514566680553
q1463,b1421,e1421,a,3,54;185;184,1514566681875
q1464,b1422,e1422,c,3,56;181;184,1514566684426
q1465,b1422,e1422,b,3,53;181;184,1514566685750
q1466,b1422,e1422,b,3,52;181;184,1514566687019
q1467,b1423,e1423,b,3,56;184;183,1514566689426
q1468,b1423,e1423,b,3,53;184;183,1514566690939
q1469,b1423,e1423,c,3,52;184;183,1514566692211
q1470,b1424,e1424,a,3,53;183;185,1514566694775
q1471,b1424,e1424,c,3,54;183;185,1514566696114
q1472,b1424,e1424,d,3,52;183;185,1514566697470
q1473,b1425,e1425,a,3,56;185;181,1514566699998
q1474,b1425,e1425,d,3,53;185;181,1514566701219
q1475,b1425,e1425,c,3,54;185;181,1514566702831
q1476,b1426,e1426,b,3,52;181;184,1514566705418
q1477,b1426,e1426,b,3,52;181;184,1514566706732
q1478,b1426,e1426,b,3,54;181;184,1514566708376
q1479,b1427,e1427,c,3,52;183;184,1514566710794
q1480,b1427,e1427,b,3,52;183;184,1514566712161
q1481,b1427,e1427,a,3,54;183;184,1514566713395
q1482,b1428,e1428,d,3,53;181;185,1514566715958
q1483,b1428,e1428,b,3,53;181;185,1514566717239
q1484,b1428,e1428,b,3,54;181;185,1514566718652
q1485,b1429,e1429,b,3,56;183;184,1514566722226
q1486,b1429,e1429,d,3,53;183;184,1514566723615
q1487,b1429,e1429,a,3,55;183;184,1514566725412
q1488,b1430,e1430,d,3,53;181;184,-1
q1489,b1430,e1430,b,3,52;181;184,-1
q1490,b1430,e1430,c,3,54;181;184,-1
q1491,b1431,e1431,a,3,56;181;184;182,-1
q1492,b1431,e1431,b,3,52;181;184;182,-1
q1493,b1431,e1431,c,3,54;181;184;182,-1
q1494,b1432,e1432,a,3,52;183;182;184,1514565468909
q1495,b1432,e1432,d,3,52;183;182;184,1514565470240
q1496,b1432,e1432,d,3,55;183;182;184,1514565471483
q1497,b1433,e1433,c,3,56;183;182;181,-1
q1498,b1433,e1433,c,3,53;183;182;181,-1
q1499,b1433,e1433,a,3,54;183;182;181,-1
q1500,b1434,e1434,c,3,56;183;182;181,-1
q1501,b1434,e1434,b,3,52;183;182;181,-1
q1502,b1434,e1434,c,3,54;183;182;181,-1
q1503,b1435,e1435,d,3,53;184;183;182,1514565474534
q1504,b1435,e1435,c,3,54;184;183;182,1514565475887
q1505,b1435,e1435,b,3,52;184;183;182,1514565477179
q1506,b1436,e1436,a,3,56;184;181;182,1514565480351
q1507,b1436,e1436,c,3,52;184;181;182,1514565481751
q1508,b1436,e1436,a,3,179;52;184;181;182,1514565483160
q1509,b1437,e1437,a,3,53;181;182;183,1514565489047
q1510,b1437,e1437,a,3,52;181;182;183,1514565490362
q1511,b1437,e1437,c,3,52;181;182;183,1514565491707
q1512,b1438,e1438,d,3,53;183;184;182,1514565495339
q1513,b1438,e1438,b,3,53;183;184;182,1514565496729
q1514,b1438,e1438,c,3,54;183;184;182,1514565498159
q1515,b1439,e1439,d,3,56;182;181;183,1514565501601
q1516,b1439,e1439,b,3,52;182;181;183,1514565502860
q1517,b1439,e1439,d,3,55;182;181;183,1514565504098
q1518,b1440,e1440,b,3,56;182;181;183,-1
q1519,b1440,e1440,a,3,53;182;181;183,-1
q1520,b1440,e1440,a,3,55;182;181;183,-1
q1521,b1441,e1441,b,3,52;185;181,1552357449289
q1522,b1441,e1441,c,3,58;185;181,1552357450485
q1523,b1441,e1441,d,3,55;185;181,1552357451622
q1524,b1442,e1442,a,3,54;184;183,-1
q1525,b1442,e1442,b,3,58;184;183,-1
q1526,b1442,e1442,b,3,55;184;183,-1
q1527,b1443,e1443,b,3,53;185;181,1552357454582
q1528,b1443,e1443,c,3,54;185;181,1552357455912
q1529,b1443,e1443,b,3,58;185;181,1552357457182
q1530,b1444,e1444,a,3,52;183;185,1552357462086
q1531,b1444,e1444,a,3,58;183;185,1552357463271
q1532,b1444,e1444,d,3,54;183;185,1552357464407
q1533,b1445,e1445,c,3,56;185;181,1552357467757
q1534,b1445,e1445,c,3,58;185;181,1552357468947
q1535,b1445,e1445,a,3,52;185;181,1552357470095
q1536,b1446,e1446,a,3,53;182;183,1514566444219
q1537,b1446,e1446,d,3,179;53;182;183,1514566445701
q1538,b1446,e1446,b,3,55;182;183,1514566446960
q1539,b1447,e1447,c,3,56;184;183,1514566449949
q1540,b1447,e1447,b,3,179;53;184;183,1514566451285
q1541,b1447,e1447,b,3,55;184;183,1514566452709
q1542,b1448,e1448,d,3,53;181;182,1514566455925
q1543,b1448,e1448,b,3,53;181;182,1514566457219
q1544,b1448,e1448,c,3,54;181;182,1514566458593
q1545,b1449,e1449,d,3,54;183;184,1514566461798
q1546,b1449,e1449,a,3,179;52;183;184,1514566463251
q1547,b1449,e1449,a,3,52;183;184,1514566464674
q1548,b1450,e1450,d,3,53;183;182,1514566467460
q1549,b1450,e1450,c,3,53;183;182,1514566471223
q1550,b1450,e1450,a,3,54;183;182,1514566472641
q1551,b1451,e1451,b,3,53;181;182,1514566475576
q1552,b1451,e1451,a,3,55;181;182,1514566476976
q1553,b1451,e1451,c,3,55;181;182,1514566478607
q1554,b1452,e1452,a,3,53;181;183,1514566482096
q1555,b1452,e1452,d,3,53;181;183,1514566483743
q1556,b1452,e1452,b,3,55;181;183,1514566485356
q1557,b1453,e1453,b,3,56;181;182,1514566489088
q1558,b1453,e1453,d,3,179;52;181;182,1514566491268
q1559,b1453,e1453,a,3,54;181;182,1514566492645
q1560,b1454,e1454,b,3,179;53;181;182,1514566495493
q1561,b1454,e1454,a,3,56;181;182,1514566496928
q1562,b1454,e1454,c,3,54;181;182,1514566498170
q1563,b1455,e1455,d,3,56;184;185;183,1514566369540
q1564,b1455,e1455,b,3,57;184;185;183,1514566370852
q1565,b1455,e1455,c,3,52;184;185;183,1514566372368
q1566,b1456,e1456,b,3,53;185;184;181,1514566375536
q1567,b1456,e1456,a,3,52;185;184;181,1514566376873
q1568,b1456,e1456,a,3,52;185;184;181,1514566378294
q1569,b1457,e1457,d,3,53;185;181;183,-1
q1570,b1457,e1457,b,3,57;185;181;183,-1
q1571,b1457,e1457,a,3,52;185;181;183,-1
q1572,b1458,e1458,b,3,56;181;183;185,-1
q1573,b1458,e1458,a,3,54;181;183;185,-1
q1574,b1458,e1458,d,3,52;181;183;185,-1
q1575,b1459,e1459,c,3,53;185;184;183,1514566381340
q1576,b1459,e1459,d,3,57;185;184;183,1514566382645
q1577,b1459,e1459,c,3,52;185;184;183,1514566384235
q1578,b1460,e1460,d,3,53;181;182,1553248378589
q1579,b1460,e1460,c,3,58;181;182,1553248379730
q1580,b1460,e1460,a,3,52;181;182,1553248380786
q1581,b1461,e1461,b,3,56;181;182,1553248385684
q1582,b1461,e1461,b,3,58;181;182,1553248386815
q1583,b1461,e1461,d,3,54;181;182,1553248387843
q1584,b1462,e1462,b,3,56;184;183,1553248392116
q1585,b1462,e1462,d,3,58;184;183,1553248393150
q1586,b1462,e1462,a,3,55;184;183,1553248394160
q1587,b1463,e1463,c,3,52;181;182,1553248397064
q1588,b1463,e1463,c,3,58;181;182,1553248398122
q1589,b1463,e1463,d,3,179;54;181;182,1553248399277
q1590,b1464,e1464,b,3,53;182;183,1553248403679
q1591,b1464,e1464,c,3,58;182;183,1553248404787
q1592,b1464,e1464,b,3,54;182;183,1553248405829
q1593,b1465,e1465,a,3,52;183;182,1553248409512
q1594,b1465,e1465,c,3,58;183;182,1553248410622
q1595,b1465,e1465,c,3,179;54;183;182,1553248411749
q1596,b1466,e1466,c,3,53;182;181,1553248416112
q1597,b1466,e1466,a,3,58;182;181,1553248417226
q1598,b1466,e1466,b,3,54;182;181,1553248418307
q1599,b1467,e1467,a,3,52;183;184,1553248421393
q1600,b1467,e1467,d,3,58;183;184,1553248422462
q1601,b1467,e1467,b,3,54;183;184,1553248423530
q1602,b1468,e1468,c,3,52;182;181,1553248428833
q1603,b1468,e1468,b,3,58;182;181,1553248429887
q1604,b1468,e1468,a,3,52;182;181,1553248430937
q1605,b1469,e1469,b,3,54;182;181,1553248434805
q1606,b1469,e1469,b,3,58;182;181,1553248435880
q1607,b1469,e1469,d,3,179;55;182;181,1553248436943
q1608,b1470,e1470,a,3,52;183;182,1564125735254
q1609,b1470,e1470,a,3,53;183;182,1564125736696
q1610,b1470,e1470,c,3,57;183;182,1564125738291
q1611,b1471,e1471,c,3,52;182;181,1564125742085
q1612,b1471,e1471,a,3,57;182;181,1564125743526
q1613,b1471,e1471,a,3,52;182;181,1564125745020
q1614,b1472,e1472,b,3,56;182;181,1564125749043
q1615,b1472,e1472,b,3,57;182;181,1564125750363
q1616,b1472,e1472,d,3,179;52;182;181,1564125751874
q1617,b1473,e1473,a,3,54;182;183,1564125755578
q1618,b1473,e1473,a,3,53;182;183,1564125757091
q1619,b1473,e1473,b,3,57;182;183,1564125758530
q1620,b1474,e1474,a,3,56;181;184,1564125762018
q1621,b1474,e1474,b,3,179;57;181;184,1564125763445
q1622,b1474,e1474,b,3,55;181;184,1564125764948
q1623,b1475,e1475,b,3,56;182;183,1564125768377
q1624,b1475,e1475,d,3,57;182;183,1564125769861
q1625,b1475,e1475,d,3,55;182;183,1564125771308
q1626,b1476,e1476,c,3,56;181;182,1564125775262
q1627,b1476,e1476,c,3,57;181;182,1564125776764
q1628,b1476,e1476,d,3,55;181;182,1564125778381
q1629,b1477,e1477,d,3,53;181;182,1564125781681
q1630,b1477,e1477,a,3,179;57;181;182,1564125783328
q1631,b1477,e1477,b,3,54;181;182,1564125784697
q1632,b1478,e1478,d,3,179;53;184;181,1564125788582
q1633,b1478,e1478,c,3,57;184;181,1564125790385
q1634,b1478,e1478,b,3,55;184;181,1564125791772
q1635,b1479,e1479,d,3,53;183;182,1564125795605
q1636,b1479,e1479,a,3,57;183;182,1564125797107
q1637,b1479,e1479,a,3,54;183;182,1564125798565
q1638,b1480,e1480,c,3,53;181;185,-1
q1639,b1480,e1480,d,3,56;181;185,-1
q1640,b1480,e1480,d,3,52;181;185,-1
q1641,b1481,e1481,c,3,53;184;181,1561367891805
q1642,b1481,e1481,c,3,54;184;181,1561367893133
q1643,b1481,e1481,a,3,52;184;181,1561367894301
q1644,b1482,e1482,d,3,52;183;181,1561367896850
q1645,b1482,e1482,c,3,53;183;181,1561367898295
q1646,b1482,e1482,c,3,52;183;181,1561367899501
q1647,b1483,e1483,c,3,52;185;181,1561367901938
q1648,b1483,e1483,a,3,52;185;181,1561367903343
q1649,b1483,e1483,a,3,52;185;181,1561367904674
q1650,b1484,e1484,d,3,56;185;184,1561367907401
q1651,b1484,e1484,b,3,52;185;184,1561367908609
q1652,b1484,e1484,c,3,55;185;184,1561367909781
q1653,b1485,e1485,a,3,53;184;181,1561367912384
q1654,b1485,e1485,b,3,52;184;181,1561367913878
q1655,b1485,e1485,a,3,52;184;181,1561367915085
q1656,b1486,e1486,b,3,52;183;184,1561367917744
q1657,b1486,e1486,b,3,52;183;184,1561367918984
q1658,b1486,e1486,d,3,52;183;184,1561367920223
q1659,b1487,e1487,c,3,56;185;183,1561367922643
q1660,b1487,e1487,c,3,53;185;183,1561367923938
q1661,b1487,e1487,d,3,55;185;183,1561367925130
q1662,b1488,e1488,d,3,56;181;185,1561367927610
q1663,b1488,e1488,d,3,52;181;185,1561367928747
q1664,b1488,e1488,c,3,52;181;185,1561367929995
q1665,b1489,e1489,a,3,53;183;184,1561367932762
q1666,b1489,e1489,c,3,52;183;184,1561367933909
q1667,b1489,e1489,b,3,52;183;184,1561367935077
q1668,b1490,e1490,a,3,56;184;181,1572412064799
q1669,b1490,e1490,b,3,52;184;181,1572412066957
q1670,b1490,e1490,d,3,55;184;181,1572412068060
q1671,b1491,e1491,a,3,179;56;183;184,1572412070655
q1672,b1491,e1491,c,3,53;183;184,1572412071810
q1673,b1491,e1491,a,3,54;183;184,1572412072967
q1674,b1492,e1492,b,3,53;185;183,1572412077311
q1675,b1492,e1492,d,3,56;185;183,1572412078479
q1676,b1492,e1492,a,3,54;185;183,1572412079613
q1677,b1493,e1493,b,3,56;181;185,1572412081987
q1678,b1493,e1493,a,3,54;181;185,1572412083734
q1679,b1493,e1493,d,3,179;52;181;185,1572412084886
q1680,b1494,e1494,d,3,54;181;185,1572412087681
